"_time",IPSource,ja3,PortDestination,PortSource,UserAgent,Request
"2018-03-25 13:01:34.104 UTC","82.221.105.7",75906fafb27d0faa2413b394b11ad299,636,47247,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:32.431 UTC","82.221.105.7",75906fafb27d0faa2413b394b11ad299,636,47104,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:31.100 UTC","82.221.105.7",865e4305a503dc51f83a3c6b6da9fdcf,636,46903,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:27.448 UTC","82.221.105.7",5c6742b9d3940f70850ee675a5fdb1f0,636,46737,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:25.100 UTC","82.221.105.7",bb4c15a90e93a25ddc16274395bce4c6,636,46472,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:23.452 UTC","82.221.105.7",3b5bebab6ece7e84c4aad07ff206ca7c,636,46348,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:21.492 UTC","82.221.105.7",c369db2c355ad05c76f5660af3179b01,636,46214,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:20.100 UTC","82.221.105.7",0485b90482d15acc0b6f51434b0fab97,636,46048,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:18.452 UTC","82.221.105.7",d6c3b0c473705d1ba16c927c31856bb1,636,45896,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:16.436 UTC","82.221.105.7",96bbbb242c187cedfc9cc89e5335501a,636,45733,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
"2018-03-25 13:01:14.432 UTC","82.221.105.7",0b63812a99e66c82a20d30c3b9ba6e06,636,45575,"-","0\x0C\x02\x01\x01`\x07\x02\x01\x02\x04\x00\x80\x00"
